0. Zeile und 0.Spalte, Wert:5422.751548849531
0. Zeile und 79.Spalte, Wert:0.0
0. Zeile und 80.Spalte, Wert:7667.546426317273
0. Zeile und 81.Spalte, Wert:0.0
0. Zeile und 82.Spalte, Wert:5781.029380526592
0. Zeile und 83.Spalte, Wert:14284.297053249895
0. Zeile und 84.Spalte, Wert:17129.341425456772
0. Zeile und 85.Spalte, Wert:7354.368653696198
0. Zeile und 86.Spalte, Wert:0.0
0. Zeile und 87.Spalte, Wert:19003.883385057226
0. Zeile und 88.Spalte, Wert:0.0
0. Zeile und 89.Spalte, Wert:7417.363745598314
0. Zeile und 90.Spalte, Wert:5681.179086487859
0. Zeile und 91.Spalte, Wert:7973.346933313241
0. Zeile und 92.Spalte, Wert:2233.07866947331
0. Zeile und 93.Spalte, Wert:0.0
0. Zeile und 94.Spalte, Wert:6390.932378621494
0. Zeile und 95.Spalte, Wert:7035.3430689244915
0. Zeile und 96.Spalte, Wert:7172.754264955391
0. Zeile und 97.Spalte, Wert:8132.301198040141
0. Zeile und 98.Spalte, Wert:7150.95424876304
0. Zeile und 99.Spalte, Wert:7208.645816432741
0. Zeile und 100.Spalte, Wert:6403.8944494115085
1. Zeile und 0.Spalte, Wert:1367.5970848568863
1. Zeile und 1.Spalte, Wert:7715.135504938425
1. Zeile und 2.Spalte, Wert:5870.820372808554
1. Zeile und 3.Spalte, Wert:17461.619282535474
1. Zeile und 4.Spalte, Wert:22950.233959677193
1. Zeile und 5.Spalte, Wert:10301.071579607098
1. Zeile und 6.Spalte, Wert:4581.724854239203
1. Zeile und 7.Spalte, Wert:19948.074312154444
1. Zeile und 8.Spalte, Wert:11587.456113320311
1. Zeile und 9.Spalte, Wert:7105.404577916528
1. Zeile und 10.Spalte, Wert:11131.885379324003
1. Zeile und 11.Spalte, Wert:2062.2712198886293
1. Zeile und 12.Spalte, Wert:14282.683894112262
1. Zeile und 13.Spalte, Wert:8404.300988744217
1. Zeile und 14.Spalte, Wert:7360.825592451617
1. Zeile und 15.Spalte, Wert:20959.866526812308
1. Zeile und 16.Spalte, Wert:20087.599548381462
1. Zeile und 17.Spalte, Wert:20248.700582780086
1. Zeile und 18.Spalte, Wert:30186.115935855494
1. Zeile und 19.Spalte, Wert:18684.098093335306
1. Zeile und 20.Spalte, Wert:14162.722802047498
1. Zeile und 21.Spalte, Wert:8068.089470843559
1. Zeile und 22.Spalte, Wert:9885.877171123055
1. Zeile und 23.Spalte, Wert:22821.141859325493
1. Zeile und 24.Spalte, Wert:29585.13536227165
1. Zeile und 25.Spalte, Wert:9834.65370170784
1. Zeile und 26.Spalte, Wert:14213.72487259252
1. Zeile und 27.Spalte, Wert:7558.162442139626
1. Zeile und 28.Spalte, Wert:14068.03549302187
1. Zeile und 29.Spalte, Wert:16520.054253942144
1. Zeile und 30.Spalte, Wert:16351.10488111975
1. Zeile und 31.Spalte, Wert:19436.515294753597
1. Zeile und 32.Spalte, Wert:14535.389794614737
1. Zeile und 33.Spalte, Wert:13174.404763411498
1. Zeile und 34.Spalte, Wert:7422.911495860849
1. Zeile und 35.Spalte, Wert:25104.295765703115
1. Zeile und 36.Spalte, Wert:17712.89232279947
1. Zeile und 37.Spalte, Wert:26336.827963985477
1. Zeile und 38.Spalte, Wert:16867.14995351778
1. Zeile und 39.Spalte, Wert:26411.788534462197
1. Zeile und 40.Spalte, Wert:20114.32470398044
1. Zeile und 41.Spalte, Wert:9263.542473821846
1. Zeile und 42.Spalte, Wert:19620.588002674245
1. Zeile und 43.Spalte, Wert:17906.742546308036
1. Zeile und 44.Spalte, Wert:21836.657165303553
1. Zeile und 45.Spalte, Wert:4809.720731506568
1. Zeile und 46.Spalte, Wert:19136.965626457455
1. Zeile und 47.Spalte, Wert:0.0
1. Zeile und 48.Spalte, Wert:10729.387541417871
1. Zeile und 49.Spalte, Wert:34807.42342710914
1. Zeile und 50.Spalte, Wert:19801.81407550196
1. Zeile und 51.Spalte, Wert:5643.620179192631
1. Zeile und 52.Spalte, Wert:13395.978979127438
1. Zeile und 53.Spalte, Wert:24442.415938317583
1. Zeile und 54.Spalte, Wert:390.3667689937268
1. Zeile und 55.Spalte, Wert:7809.587637409021
1. Zeile und 56.Spalte, Wert:7484.95084054667
1. Zeile und 57.Spalte, Wert:24830.52453801287
1. Zeile und 58.Spalte, Wert:2311.5212639951887
1. Zeile und 59.Spalte, Wert:13195.797676974675
1. Zeile und 60.Spalte, Wert:19727.501012609962
1. Zeile und 61.Spalte, Wert:27657.89619768936
1. Zeile und 62.Spalte, Wert:27189.507086445265
1. Zeile und 63.Spalte, Wert:0.0
1. Zeile und 64.Spalte, Wert:18054.77475148212
1. Zeile und 65.Spalte, Wert:10177.594045246024
1. Zeile und 66.Spalte, Wert:0.0
1. Zeile und 67.Spalte, Wert:11764.573898868046
1. Zeile und 68.Spalte, Wert:10576.77624061938
1. Zeile und 69.Spalte, Wert:12533.550194297857
1. Zeile und 70.Spalte, Wert:7367.1667992192915
1. Zeile und 71.Spalte, Wert:7262.469637200296
1. Zeile und 72.Spalte, Wert:177565.27027009198
1. Zeile und 73.Spalte, Wert:22670.4022542671
1. Zeile und 74.Spalte, Wert:14851.345716501426
1. Zeile und 75.Spalte, Wert:7662.072062648297
1. Zeile und 76.Spalte, Wert:8342.452780681479
1. Zeile und 77.Spalte, Wert:32310.46721942613
1. Zeile und 78.Spalte, Wert:37908.59068548273
1. Zeile und 79.Spalte, Wert:9140.539514062473
1. Zeile und 80.Spalte, Wert:0.0
1. Zeile und 81.Spalte, Wert:733.6700167013985
1. Zeile und 82.Spalte, Wert:17880.522346682556
1. Zeile und 83.Spalte, Wert:30499.148761337085
1. Zeile und 84.Spalte, Wert:14692.863277254699
1. Zeile und 85.Spalte, Wert:9723.31180310323
1. Zeile und 86.Spalte, Wert:460.0969877709922
1. Zeile und 87.Spalte, Wert:13794.959451904138
1. Zeile und 88.Spalte, Wert:14661.115333113421
1. Zeile und 89.Spalte, Wert:0.0
1. Zeile und 90.Spalte, Wert:3522.844538486858
1. Zeile und 91.Spalte, Wert:7830.980278027054
1. Zeile und 92.Spalte, Wert:4991.904844630934
1. Zeile und 93.Spalte, Wert:7415.257606615828
1. Zeile und 94.Spalte, Wert:23416.009643598474
1. Zeile und 95.Spalte, Wert:16423.82442560218
1. Zeile und 96.Spalte, Wert:16260.763748720563
1. Zeile und 97.Spalte, Wert:38343.82589427998
1. Zeile und 98.Spalte, Wert:21753.192921420625
1. Zeile und 99.Spalte, Wert:2688.0624490014593
1. Zeile und 100.Spalte, Wert:34271.429241658014
2. Zeile und 0.Spalte, Wert:24957.59202945047
2. Zeile und 1.Spalte, Wert:23583.904294932345
2. Zeile und 2.Spalte, Wert:22641.57909184727
2. Zeile und 3.Spalte, Wert:18069.22140288284
2. Zeile und 4.Spalte, Wert:18756.85341064084
2. Zeile und 5.Spalte, Wert:37863.13267964171
2. Zeile und 6.Spalte, Wert:21160.538913524688
2. Zeile und 7.Spalte, Wert:12030.767237809845
2. Zeile und 8.Spalte, Wert:29118.040900162603
2. Zeile und 9.Spalte, Wert:30827.716598831354
2. Zeile und 10.Spalte, Wert:17838.772172707162
2. Zeile und 11.Spalte, Wert:23360.322050471423
2. Zeile und 12.Spalte, Wert:45911.87479823906
2. Zeile und 13.Spalte, Wert:6909.61188209286
2. Zeile und 14.Spalte, Wert:28507.26912377029
2. Zeile und 15.Spalte, Wert:6765.950202784575
2. Zeile und 16.Spalte, Wert:33125.583454838255
2. Zeile und 17.Spalte, Wert:27219.71235033672
2. Zeile und 18.Spalte, Wert:14578.39690908173
2. Zeile und 19.Spalte, Wert:31407.001937477107
2. Zeile und 20.Spalte, Wert:32592.835475859854
2. Zeile und 21.Spalte, Wert:31570.519074797627
2. Zeile und 22.Spalte, Wert:3020.115224471891
2. Zeile und 23.Spalte, Wert:23877.306552910646
2. Zeile und 24.Spalte, Wert:31621.11182212594
2. Zeile und 25.Spalte, Wert:11608.111276031821
2. Zeile und 26.Spalte, Wert:38425.007349156636
2. Zeile und 27.Spalte, Wert:42514.05363675721
2. Zeile und 28.Spalte, Wert:15903.212136477458
2. Zeile und 29.Spalte, Wert:24030.802445876827
2. Zeile und 30.Spalte, Wert:34112.33872198637
2. Zeile und 31.Spalte, Wert:28987.77997130339
2. Zeile und 32.Spalte, Wert:26625.978702948487
2. Zeile und 33.Spalte, Wert:18724.507453448266
2. Zeile und 34.Spalte, Wert:16758.81693916158
2. Zeile und 35.Spalte, Wert:29202.421744862255
2. Zeile und 36.Spalte, Wert:27564.006104211672
2. Zeile und 37.Spalte, Wert:21901.752857100997
2. Zeile und 38.Spalte, Wert:30265.398190947257
2. Zeile und 39.Spalte, Wert:45850.02111664427
2. Zeile und 40.Spalte, Wert:244.7507746193119
2. Zeile und 41.Spalte, Wert:17661.86044134068
2. Zeile und 42.Spalte, Wert:8071.995906683316
2. Zeile und 43.Spalte, Wert:23096.529150967202
2. Zeile und 44.Spalte, Wert:22682.119079289907
2. Zeile und 45.Spalte, Wert:42673.76544055517
2. Zeile und 46.Spalte, Wert:14204.672316419379
2. Zeile und 47.Spalte, Wert:10834.000349504666
2. Zeile und 48.Spalte, Wert:18204.252772997377
2. Zeile und 49.Spalte, Wert:11490.72877586199
2. Zeile und 50.Spalte, Wert:38646.66929662337
2. Zeile und 51.Spalte, Wert:9271.677460029707
2. Zeile und 52.Spalte, Wert:23224.106771403276
2. Zeile und 53.Spalte, Wert:20976.44514671467
2. Zeile und 54.Spalte, Wert:11507.794069199736
2. Zeile und 55.Spalte, Wert:41355.21667698851
2. Zeile und 56.Spalte, Wert:31492.38850039638
2. Zeile und 57.Spalte, Wert:30744.882848564186
2. Zeile und 58.Spalte, Wert:8481.96384626514
2. Zeile und 59.Spalte, Wert:43575.87023522872
2. Zeile und 60.Spalte, Wert:34379.553138636795
2. Zeile und 61.Spalte, Wert:17554.037584766862
2. Zeile und 62.Spalte, Wert:0.0
2. Zeile und 63.Spalte, Wert:39839.6293740708
2. Zeile und 64.Spalte, Wert:20335.8395164982
2. Zeile und 65.Spalte, Wert:49937.47806594036
2. Zeile und 66.Spalte, Wert:24413.500702906418
2. Zeile und 67.Spalte, Wert:10436.26678875138
2. Zeile und 68.Spalte, Wert:11895.649716006039
2. Zeile und 69.Spalte, Wert:14431.352611689505
2. Zeile und 70.Spalte, Wert:14715.133506618164
2. Zeile und 71.Spalte, Wert:13323.759287620866
2. Zeile und 72.Spalte, Wert:54709.665657396436
2. Zeile und 73.Spalte, Wert:24756.91059749892
2. Zeile und 74.Spalte, Wert:11661.978062481425
2. Zeile und 75.Spalte, Wert:3294.575583654402
2. Zeile und 76.Spalte, Wert:22070.29033728559
2. Zeile und 77.Spalte, Wert:15143.649328143321
2. Zeile und 78.Spalte, Wert:21267.36866084207
2. Zeile und 79.Spalte, Wert:49058.684630333984
2. Zeile und 80.Spalte, Wert:9547.161653280898
2. Zeile und 81.Spalte, Wert:39673.006641404005
2. Zeile und 82.Spalte, Wert:21625.088146819366
2. Zeile und 83.Spalte, Wert:15638.535136446628
2. Zeile und 84.Spalte, Wert:22578.529598442154
2. Zeile und 85.Spalte, Wert:44151.57921919235
2. Zeile und 86.Spalte, Wert:34321.208757054046
2. Zeile und 87.Spalte, Wert:42688.86048183596
2. Zeile und 88.Spalte, Wert:6339.948127500071
2. Zeile und 89.Spalte, Wert:11784.08151664757
2. Zeile und 90.Spalte, Wert:176466.06319570797
2. Zeile und 91.Spalte, Wert:27773.83475467082
2. Zeile und 92.Spalte, Wert:24832.417993459505
2. Zeile und 93.Spalte, Wert:36669.40283424907
2. Zeile und 94.Spalte, Wert:7872.832892790615
2. Zeile und 95.Spalte, Wert:26491.25062982096
2. Zeile und 96.Spalte, Wert:21464.055569634467
2. Zeile und 97.Spalte, Wert:33073.671488825035
2. Zeile und 98.Spalte, Wert:22439.012691984663
2. Zeile und 99.Spalte, Wert:20724.53157612883
2. Zeile und 100.Spalte, Wert:14290.594652779007
3. Zeile und 0.Spalte, Wert:43345.133723635154
3. Zeile und 1.Spalte, Wert:18567.94447355974
3. Zeile und 2.Spalte, Wert:40408.2124938507
3. Zeile und 3.Spalte, Wert:48976.09542279309
3. Zeile und 4.Spalte, Wert:39561.40675414885
3. Zeile und 5.Spalte, Wert:34717.57475298114
3. Zeile und 6.Spalte, Wert:37785.006891005105
3. Zeile und 7.Spalte, Wert:35489.975601060585
3. Zeile und 8.Spalte, Wert:28478.59204054959
3. Zeile und 9.Spalte, Wert:51912.50264933308
3. Zeile und 10.Spalte, Wert:19993.0488695963
3. Zeile und 11.Spalte, Wert:20267.143056343855
3. Zeile und 12.Spalte, Wert:36501.477046164095
3. Zeile und 13.Spalte, Wert:6535.033162937478
3. Zeile und 14.Spalte, Wert:43328.68346329957
3. Zeile und 15.Spalte, Wert:40839.26716975236
3. Zeile und 16.Spalte, Wert:29443.887052420814
3. Zeile und 17.Spalte, Wert:174776.79430275864
3. Zeile und 18.Spalte, Wert:32495.167131770864
3. Zeile und 19.Spalte, Wert:17043.649354670764
3. Zeile und 20.Spalte, Wert:16766.13735801511
3. Zeile und 21.Spalte, Wert:45620.443135417576
3. Zeile und 22.Spalte, Wert:31078.369188317913
3. Zeile und 23.Spalte, Wert:40496.89414116089
3. Zeile und 24.Spalte, Wert:46765.18022528463
3. Zeile und 25.Spalte, Wert:23635.0950189987
3. Zeile und 26.Spalte, Wert:8665.736330499989
3. Zeile und 27.Spalte, Wert:15661.041151191224
3. Zeile und 28.Spalte, Wert:27098.83237970731
3. Zeile und 29.Spalte, Wert:20834.749331514962
3. Zeile und 30.Spalte, Wert:52771.88622801298
3. Zeile und 31.Spalte, Wert:13795.634491094996
3. Zeile und 32.Spalte, Wert:48147.61825686194
3. Zeile und 33.Spalte, Wert:51177.33902098526
3. Zeile und 34.Spalte, Wert:28590.514584457098
3. Zeile und 35.Spalte, Wert:57788.933311410976
3. Zeile und 36.Spalte, Wert:29295.665366639612
3. Zeile und 37.Spalte, Wert:28089.507051338136
3. Zeile und 38.Spalte, Wert:31819.01817530704
3. Zeile und 39.Spalte, Wert:37139.474041089554
3. Zeile und 40.Spalte, Wert:29352.29272018126
3. Zeile und 41.Spalte, Wert:40462.36299143543
3. Zeile und 42.Spalte, Wert:38770.21083737798
3. Zeile und 43.Spalte, Wert:47883.42801931692
3. Zeile und 44.Spalte, Wert:41231.019619627754
3. Zeile und 45.Spalte, Wert:38751.37038206296
3. Zeile und 46.Spalte, Wert:32218.28281483039
3. Zeile und 47.Spalte, Wert:18380.09781006492
3. Zeile und 48.Spalte, Wert:45723.425156594465
3. Zeile und 49.Spalte, Wert:30062.73197786324
3. Zeile und 50.Spalte, Wert:39428.75375700483
3. Zeile und 51.Spalte, Wert:24244.813577328514
3. Zeile und 52.Spalte, Wert:21771.37232053364
3. Zeile und 53.Spalte, Wert:26912.338179743838
3. Zeile und 54.Spalte, Wert:43856.08349663054
3. Zeile und 55.Spalte, Wert:7859.474744078974
3. Zeile und 56.Spalte, Wert:11362.866837485692
3. Zeile und 57.Spalte, Wert:24796.993921883717
3. Zeile und 58.Spalte, Wert:41581.6872663914
3. Zeile und 59.Spalte, Wert:26120.14568868921
3. Zeile und 60.Spalte, Wert:50230.1196131349
3. Zeile und 61.Spalte, Wert:6893.215730837996
3. Zeile und 62.Spalte, Wert:33030.5149670282
3. Zeile und 63.Spalte, Wert:45416.91159119812
3. Zeile und 64.Spalte, Wert:28903.519210066035
3. Zeile und 65.Spalte, Wert:22592.42672552451
3. Zeile und 66.Spalte, Wert:25901.66478423901
3. Zeile und 67.Spalte, Wert:20158.19693212172
3. Zeile und 68.Spalte, Wert:23389.17344605644
3. Zeile und 69.Spalte, Wert:24110.482180442435
3. Zeile und 70.Spalte, Wert:28358.162968979675
3. Zeile und 71.Spalte, Wert:8587.833892332383
3. Zeile und 72.Spalte, Wert:31626.342272890804
3. Zeile und 73.Spalte, Wert:66819.19593931804
3. Zeile und 74.Spalte, Wert:56459.515820156346
3. Zeile und 75.Spalte, Wert:25585.90290622737
3. Zeile und 76.Spalte, Wert:32554.147824362095
3. Zeile und 77.Spalte, Wert:36581.69248668141
3. Zeile und 78.Spalte, Wert:21196.01722666871
3. Zeile und 79.Spalte, Wert:38484.01284165146
3. Zeile und 80.Spalte, Wert:25443.588636849607
3. Zeile und 81.Spalte, Wert:30589.123358283476
3. Zeile und 82.Spalte, Wert:15934.985355803763
3. Zeile und 83.Spalte, Wert:21112.20143894952
3. Zeile und 84.Spalte, Wert:35569.63002396839
3. Zeile und 85.Spalte, Wert:39486.965955004
3. Zeile und 86.Spalte, Wert:37559.567031231265
3. Zeile und 87.Spalte, Wert:48056.34362338146
3. Zeile und 88.Spalte, Wert:40155.14595915524
3. Zeile und 89.Spalte, Wert:24862.539399348156
3. Zeile und 90.Spalte, Wert:20370.95860746129
3. Zeile und 91.Spalte, Wert:39792.50283120687
3. Zeile und 92.Spalte, Wert:43821.71213295999
3. Zeile und 93.Spalte, Wert:33783.02041155365
3. Zeile und 94.Spalte, Wert:31930.5265912705
3. Zeile und 95.Spalte, Wert:39428.39594624216
3. Zeile und 96.Spalte, Wert:48311.16262553191
3. Zeile und 97.Spalte, Wert:28920.26468744586
3. Zeile und 98.Spalte, Wert:23980.72463273243
3. Zeile und 99.Spalte, Wert:53286.75177801553
3. Zeile und 100.Spalte, Wert:36726.924056924625
4. Zeile und 0.Spalte, Wert:47034.71657196779
4. Zeile und 1.Spalte, Wert:36941.591965562424
4. Zeile und 2.Spalte, Wert:35755.91391365098
4. Zeile und 3.Spalte, Wert:35941.507885343606
4. Zeile und 4.Spalte, Wert:21386.01076282261
4. Zeile und 5.Spalte, Wert:38741.596659660194
4. Zeile und 6.Spalte, Wert:36505.13791168695
4. Zeile und 7.Spalte, Wert:32859.28685627892
4. Zeile und 8.Spalte, Wert:68267.65728018156
4. Zeile und 9.Spalte, Wert:22004.172269582967
4. Zeile und 10.Spalte, Wert:28349.158248099255
4. Zeile und 11.Spalte, Wert:35863.29686636606
4. Zeile und 12.Spalte, Wert:14355.797770333294
4. Zeile und 13.Spalte, Wert:23983.321612471755
4. Zeile und 14.Spalte, Wert:43819.32476907298
4. Zeile und 15.Spalte, Wert:29207.7775426336
4. Zeile und 16.Spalte, Wert:61148.186188773034
4. Zeile und 17.Spalte, Wert:42229.66151673038
4. Zeile und 18.Spalte, Wert:47458.916706482385
4. Zeile und 19.Spalte, Wert:61146.46836021656
4. Zeile und 20.Spalte, Wert:39236.90296185558
4. Zeile und 21.Spalte, Wert:53335.05039465084
4. Zeile und 22.Spalte, Wert:28642.512048327142
4. Zeile und 23.Spalte, Wert:43193.972422916595
4. Zeile und 24.Spalte, Wert:24973.581080898326
4. Zeile und 25.Spalte, Wert:47740.32019898366
4. Zeile und 26.Spalte, Wert:28484.631361547188
4. Zeile und 27.Spalte, Wert:45612.027237611015
4. Zeile und 28.Spalte, Wert:35085.96696953767
4. Zeile und 29.Spalte, Wert:25185.1171038119
4. Zeile und 30.Spalte, Wert:64284.06252914705
4. Zeile und 31.Spalte, Wert:40169.54322536763
4. Zeile und 32.Spalte, Wert:39500.817462538354
4. Zeile und 33.Spalte, Wert:60349.87249705133
4. Zeile und 34.Spalte, Wert:46472.23709427582
4. Zeile und 35.Spalte, Wert:33293.89927591591
4. Zeile und 36.Spalte, Wert:50747.41096048321
4. Zeile und 37.Spalte, Wert:52988.004955729855
4. Zeile und 38.Spalte, Wert:58290.92452089501
4. Zeile und 39.Spalte, Wert:43228.22028725201
4. Zeile und 40.Spalte, Wert:46077.11749504302
4. Zeile und 41.Spalte, Wert:56346.01696864455
4. Zeile und 42.Spalte, Wert:48926.136833380275
4. Zeile und 43.Spalte, Wert:43539.44897916941
4. Zeile und 44.Spalte, Wert:20691.62214057207
4. Zeile und 45.Spalte, Wert:31823.67635422397
4. Zeile und 46.Spalte, Wert:39949.16524376775
4. Zeile und 47.Spalte, Wert:36743.71686474637
4. Zeile und 48.Spalte, Wert:49984.059093638796
4. Zeile und 49.Spalte, Wert:50937.97750856625
4. Zeile und 50.Spalte, Wert:4634.91919350597
4. Zeile und 51.Spalte, Wert:53576.379028844756
4. Zeile und 52.Spalte, Wert:21933.36041737727
4. Zeile und 53.Spalte, Wert:43960.087032876276
4. Zeile und 54.Spalte, Wert:27727.630630303975
4. Zeile und 55.Spalte, Wert:43790.93222539133
4. Zeile und 56.Spalte, Wert:46244.63597769367
4. Zeile und 57.Spalte, Wert:44617.590711877616
4. Zeile und 58.Spalte, Wert:71400.39784549673
4. Zeile und 59.Spalte, Wert:41225.96707321736
4. Zeile und 60.Spalte, Wert:42532.52543221534
4. Zeile und 61.Spalte, Wert:174751.89892621833
4. Zeile und 62.Spalte, Wert:56226.48048131339
4. Zeile und 63.Spalte, Wert:42955.444918523914
4. Zeile und 64.Spalte, Wert:59873.56371528364
4. Zeile und 65.Spalte, Wert:73562.92819553953
4. Zeile und 66.Spalte, Wert:50921.6876709995
4. Zeile und 67.Spalte, Wert:43662.03643361268
4. Zeile und 68.Spalte, Wert:39285.10633277841
4. Zeile und 69.Spalte, Wert:23942.672049109795
4. Zeile und 70.Spalte, Wert:22248.52979602055
4. Zeile und 71.Spalte, Wert:42268.309777376344
4. Zeile und 72.Spalte, Wert:28446.38482836336
4. Zeile und 73.Spalte, Wert:26250.23071013158
4. Zeile und 74.Spalte, Wert:41358.45736343112
4. Zeile und 75.Spalte, Wert:52089.60774846596
4. Zeile und 76.Spalte, Wert:30068.46412493095
4. Zeile und 77.Spalte, Wert:40788.85732145311
4. Zeile und 78.Spalte, Wert:37037.78927877642
4. Zeile und 79.Spalte, Wert:35344.94884967237
4. Zeile und 80.Spalte, Wert:53954.59763359527
4. Zeile und 81.Spalte, Wert:25910.174819464195
4. Zeile und 82.Spalte, Wert:29877.918513849458
4. Zeile und 83.Spalte, Wert:38483.578191166955
4. Zeile und 84.Spalte, Wert:44620.16814228022
4. Zeile und 85.Spalte, Wert:42566.043788161885
4. Zeile und 86.Spalte, Wert:15153.363279997759
4. Zeile und 87.Spalte, Wert:29200.84181996421
4. Zeile und 88.Spalte, Wert:38705.153399898765
4. Zeile und 89.Spalte, Wert:33078.62636301297
4. Zeile und 90.Spalte, Wert:31823.00148453258
4. Zeile und 91.Spalte, Wert:33639.18888062236
4. Zeile und 92.Spalte, Wert:46939.817614434505
4. Zeile und 93.Spalte, Wert:49806.578357190745
4. Zeile und 94.Spalte, Wert:29256.164599461736
4. Zeile und 95.Spalte, Wert:30520.226360988672
4. Zeile und 96.Spalte, Wert:22769.91983993281
4. Zeile und 97.Spalte, Wert:34931.62263415405
4. Zeile und 98.Spalte, Wert:52295.42125172253
4. Zeile und 99.Spalte, Wert:38944.64791556991
4. Zeile und 100.Spalte, Wert:32341.339546757074
5. Zeile und 0.Spalte, Wert:45810.27481460935
5. Zeile und 1.Spalte, Wert:46905.80440311899
5. Zeile und 2.Spalte, Wert:55412.58575748392
5. Zeile und 3.Spalte, Wert:65173.85300943158
5. Zeile und 4.Spalte, Wert:45168.14121281264
5. Zeile und 5.Spalte, Wert:36776.535058460824
5. Zeile und 6.Spalte, Wert:30909.950201540953
5. Zeile und 7.Spalte, Wert:79518.36417190974
5. Zeile und 8.Spalte, Wert:41947.35788376408
5. Zeile und 9.Spalte, Wert:33561.67173796402
5. Zeile und 10.Spalte, Wert:61151.102741541865
5. Zeile und 11.Spalte, Wert:29022.366683397577
5. Zeile und 12.Spalte, Wert:82721.24600348368
5. Zeile und 13.Spalte, Wert:50683.08674180942
5. Zeile und 14.Spalte, Wert:44615.7738350546
5. Zeile und 15.Spalte, Wert:32629.891947140073
