2021-11-29 14:03:27,150 AWT-EventQueue-0 WARN  server.ContinuousCompetitionSubjectMatcher - loop index of subjectGroups 0
2021-11-29 14:04:02,611 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 70.0, oFirmB: 0.0, oFirmC: 0.0, oFirmD: 0.0.
2021-11-29 14:04:02,611 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 82.6875, profitFirmB: 0.0, profitFirmC: 0.0, profitFirmD: 0.0
2021-11-29 14:04:02,611 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.01378125, balanceFirmB: 0.0, balanceFirmC: 0.0, balanceFirmD: 0.0
2021-11-29 14:04:02,617 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 0 and to countId: 0.
2021-11-29 14:04:02,632 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 0
2021-11-29 14:04:03,029 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 1 from client agent2: Set aFirmA = 13.0
2021-11-29 14:04:03,033 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 1 of cohort 28.
2021-11-29 14:04:03,033 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 1 from client agent3: Set aFirmB = 92.0
2021-11-29 14:04:03,036 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 1 of cohort 28.
2021-11-29 14:04:03,108 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 1 from client agent1: Set aFirmC = 91.0
2021-11-29 14:04:03,112 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 1 of cohort 28.
2021-11-29 14:04:03,113 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 13.0, aFirmB: 92.0, aFirmC: 91.0, aFirmD: 0.0, aMarket: 13.0.
2021-11-29 14:04:03,113 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 87.0, oFirmB: 0.0, oFirmC: 0.0, oFirmD: 0.0.
2021-11-29 14:04:03,113 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 44.533125, profitFirmB: 0.0, profitFirmC: 0.0, profitFirmD: 0.0
2021-11-29 14:04:03,114 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.0212034375, balanceFirmB: 0.0, balanceFirmC: 0.0, balanceFirmD: 0.0
2021-11-29 14:04:03,118 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 500 and to countId: 1.
2021-11-29 14:04:03,124 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 1
2021-11-29 14:04:03,530 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 2 from client agent2: Set aFirmA = 28.0
2021-11-29 14:04:03,535 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 2 of cohort 28.
2021-11-29 14:04:03,535 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 2 from client agent3: Set aFirmB = 23.0
2021-11-29 14:04:03,540 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 2 of cohort 28.
2021-11-29 14:04:03,610 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 2 from client agent1: Set aFirmC = 17.0
2021-11-29 14:04:03,616 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 2 of cohort 28.
2021-11-29 14:04:03,616 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 28.0, aFirmB: 23.0, aFirmC: 17.0, aFirmD: 0.0, aMarket: 22.666666666666668.
2021-11-29 14:04:03,617 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 17.142857142857146, oFirmB: 32.142857142857146, oFirmC: 50.142857142857146, oFirmD: 0.0.
2021-11-29 14:04:03,617 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 18.900000000000006, profitFirmB: 29.109375000000004, profitFirmC: 33.564375, profitFirmD: 0.0
2021-11-29 14:04:03,617 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.0243534375, balanceFirmB: 0.004851562500000001, balanceFirmC: 0.0055940625, balanceFirmD: 0.0
2021-11-29 14:04:03,619 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 1000 and to countId: 2.
2021-11-29 14:04:03,624 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 2
2021-11-29 14:04:04,030 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 3 from client agent3: Set aFirmB = 17.0
2021-11-29 14:04:04,034 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 3 of cohort 28.
2021-11-29 14:04:04,034 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 3 from client agent2: Set aFirmA = 17.0
2021-11-29 14:04:04,038 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 3 of cohort 28.
2021-11-29 14:04:04,115 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 3 from client agent1: Set aFirmC = 22.0
2021-11-29 14:04:04,119 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 3 of cohort 28.
2021-11-29 14:04:04,120 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 17.0, aFirmB: 17.0, aFirmC: 22.0, aFirmD: 0.0, aMarket: 18.666666666666668.
2021-11-29 14:04:04,120 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 39.857142857142854, oFirmB: 39.857142857142854, oFirmC: 24.857142857142865, oFirmD: 0.0.
2021-11-29 14:04:04,120 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 26.679375, profitFirmB: 26.679375, profitFirmC: 21.532500000000006, profitFirmD: 0.0
2021-11-29 14:04:04,120 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.0288, balanceFirmB: 0.009298125, balanceFirmC: 0.009182812500000002, balanceFirmD: 0.0
2021-11-29 14:04:04,122 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 1500 and to countId: 3.
2021-11-29 14:04:04,128 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 3
2021-11-29 14:04:04,531 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 4 from client agent2: Set aFirmA = 17.0
2021-11-29 14:04:04,535 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 4 of cohort 28.
2021-11-29 14:04:04,535 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 4 from client agent3: Set aFirmB = 17.0
2021-11-29 14:04:04,538 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 4 of cohort 28.
2021-11-29 14:04:04,615 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 4 from client agent1: Set aFirmC = 11.0
2021-11-29 14:04:04,619 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 4 of cohort 28.
2021-11-29 14:04:04,619 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 17.0, aFirmB: 17.0, aFirmC: 11.0, aFirmD: 0.0, aMarket: 15.0.
2021-11-29 14:04:04,620 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 30.42857142857143, oFirmB: 30.42857142857143, oFirmC: 48.42857142857143, oFirmD: 0.0.
2021-11-29 14:04:04,620 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 20.368125000000003, profitFirmB: 20.368125000000003, profitFirmC: 20.975625000000004, profitFirmD: 0.0
2021-11-29 14:04:04,620 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.0321946875, balanceFirmB: 0.012692812500000001, balanceFirmC: 0.012678750000000003, balanceFirmD: 0.0
2021-11-29 14:04:04,623 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 2000 and to countId: 4.
2021-11-29 14:04:04,627 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 4
2021-11-29 14:04:05,034 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 5 from client agent2: Set aFirmA = 23.0
2021-11-29 14:04:05,037 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 5 of cohort 28.
2021-11-29 14:04:05,038 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 5 from client agent3: Set aFirmB = 23.0
2021-11-29 14:04:05,041 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 5 of cohort 28.
2021-11-29 14:04:05,117 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 5 from client agent1: Set aFirmC = 11.0
2021-11-29 14:04:05,120 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 5 of cohort 28.
2021-11-29 14:04:05,121 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 23.0, aFirmB: 23.0, aFirmC: 11.0, aFirmD: 0.0, aMarket: 19.0.
2021-11-29 14:04:05,121 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 22.71428571428572, oFirmB: 22.71428571428572, oFirmC: 58.714285714285715, oFirmD: 0.0.
2021-11-29 14:04:05,121 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 20.570625000000007, profitFirmB: 20.570625000000007, profitFirmC: 25.430625000000003, profitFirmD: 0.0
2021-11-29 14:04:05,121 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.035623125, balanceFirmB: 0.016121250000000004, balanceFirmC: 0.016917187500000003, balanceFirmD: 0.0
2021-11-29 14:04:05,123 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 2500 and to countId: 5.
2021-11-29 14:04:05,127 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 5
2021-11-29 14:04:05,539 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 6 from client agent2: Set aFirmA = 23.0
2021-11-29 14:04:05,542 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 6 of cohort 28.
2021-11-29 14:04:05,542 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 6 from client agent3: Set aFirmB = 23.0
2021-11-29 14:04:05,545 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 6 of cohort 28.
2021-11-29 14:04:05,618 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 6 from client agent1: Set aFirmC = 22.0
2021-11-29 14:04:05,620 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 6 of cohort 28.
2021-11-29 14:04:05,621 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 23.0, aFirmB: 23.0, aFirmC: 22.0, aFirmD: 0.0, aMarket: 22.666666666666668.
2021-11-29 14:04:05,621 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 32.142857142857146, oFirmB: 32.142857142857146, oFirmC: 35.142857142857146, oFirmD: 0.0.
2021-11-29 14:04:05,621 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 29.109375000000004, profitFirmB: 29.109375000000004, profitFirmC: 30.442500000000003, profitFirmD: 0.0
2021-11-29 14:04:05,621 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.0404746875, balanceFirmB: 0.020972812500000004, balanceFirmC: 0.021990937500000002, balanceFirmD: 0.0
2021-11-29 14:04:05,623 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 3000 and to countId: 6.
2021-11-29 14:04:05,627 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 6
2021-11-29 14:04:06,043 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 7 from client agent3: Set aFirmB = 37.0
2021-11-29 14:04:06,046 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 7 of cohort 28.
2021-11-29 14:04:06,047 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 7 from client agent2: Set aFirmA = 46.0
2021-11-29 14:04:06,050 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 7 of cohort 28.
2021-11-29 14:04:06,118 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 7 from client agent1: Set aFirmC = 22.0
2021-11-29 14:04:06,121 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 7 of cohort 28.
2021-11-29 14:04:06,121 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 46.0, aFirmB: 37.0, aFirmC: 22.0, aFirmD: 0.0, aMarket: 29.5.
2021-11-29 14:04:06,121 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 0.0, oFirmB: 19.80000000000001, oFirmC: 64.80000000000001, oFirmD: 0.0.
2021-11-29 14:04:06,121 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 0.0, profitFirmB: 28.846125000000015, profitFirmC: 56.13300000000002, profitFirmD: 0.0
2021-11-29 14:04:06,122 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.0404746875, balanceFirmB: 0.025780500000000005, balanceFirmC: 0.031346437500000005, balanceFirmD: 0.0
2021-11-29 14:04:06,123 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 3500 and to countId: 7.
2021-11-29 14:04:06,127 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 7
2021-11-29 14:04:06,547 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 8 from client agent3: Set aFirmB = 37.0
2021-11-29 14:04:06,549 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 8 of cohort 28.
2021-11-29 14:04:06,549 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 8 from client agent2: Set aFirmA = 46.0
2021-11-29 14:04:06,552 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 8 of cohort 28.
2021-11-29 14:04:06,618 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 8 from client agent1: Set aFirmC = 36.0
2021-11-29 14:04:06,621 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 8 of cohort 28.
2021-11-29 14:04:06,621 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 46.0, aFirmB: 37.0, aFirmC: 36.0, aFirmD: 0.0, aMarket: 39.666666666666664.
2021-11-29 14:04:06,621 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 6.857142857142861, oFirmB: 33.85714285714286, oFirmC: 36.85714285714286, oFirmD: 0.0.
2021-11-29 14:04:06,621 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 12.420000000000007, profitFirmB: 49.325625, profitFirmC: 52.24500000000001, profitFirmD: 0.0
2021-11-29 14:04:06,622 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.042544687500000004, balanceFirmB: 0.03400143750000001, balanceFirmC: 0.040053937500000004, balanceFirmD: 0.0
2021-11-29 14:04:06,623 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 4000 and to countId: 8.
2021-11-29 14:04:06,628 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 8
2021-11-29 14:04:07,048 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 9 from client agent3: Set aFirmB = 37.0
2021-11-29 14:04:07,053 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 9 of cohort 28.
2021-11-29 14:04:07,053 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 9 from client agent2: Set aFirmA = 37.0
2021-11-29 14:04:07,058 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 9 of cohort 28.
2021-11-29 14:04:07,120 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 9 from client agent1: Set aFirmC = 36.0
2021-11-29 14:04:07,122 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 9 of cohort 28.
2021-11-29 14:04:07,123 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 37.0, aFirmB: 37.0, aFirmC: 36.0, aFirmD: 0.0, aMarket: 36.666666666666664.
2021-11-29 14:04:07,123 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 26.142857142857153, oFirmB: 26.142857142857153, oFirmC: 29.142857142857146, oFirmD: 0.0.
2021-11-29 14:04:07,123 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 38.08687500000001, profitFirmB: 38.08687500000001, profitFirmC: 41.31000000000001, profitFirmD: 0.0
2021-11-29 14:04:07,123 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.048892500000000005, balanceFirmB: 0.04034925000000001, balanceFirmC: 0.04693893750000001, balanceFirmD: 0.0
2021-11-29 14:04:07,125 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 4500 and to countId: 9.
2021-11-29 14:04:07,129 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 9
2021-11-29 14:04:07,547 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 10 from client agent3: Set aFirmB = 37.0
2021-11-29 14:04:07,550 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 10 of cohort 28.
2021-11-29 14:04:07,551 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 10 from client agent2: Set aFirmA = 37.0
2021-11-29 14:04:07,554 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 10 of cohort 28.
2021-11-29 14:04:07,625 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 10 from client agent1: Set aFirmC = 36.0
2021-11-29 14:04:07,628 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 10 of cohort 28.
2021-11-29 14:04:07,628 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 37.0, aFirmB: 37.0, aFirmC: 36.0, aFirmD: 0.0, aMarket: 36.666666666666664.
2021-11-29 14:04:07,628 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 26.142857142857153, oFirmB: 26.142857142857153, oFirmC: 29.142857142857146, oFirmD: 0.0.
2021-11-29 14:04:07,628 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 38.08687500000001, profitFirmB: 38.08687500000001, profitFirmC: 41.31000000000001, profitFirmD: 0.0
2021-11-29 14:04:07,629 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.055240312500000006, balanceFirmB: 0.04669706250000001, balanceFirmC: 0.05382393750000001, balanceFirmD: 0.0
2021-11-29 14:04:07,631 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 5000 and to countId: 10.
2021-11-29 14:04:07,638 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 10
2021-11-29 14:04:08,047 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 11 from client agent3: Set aFirmB = 37.0
2021-11-29 14:04:08,050 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 11 of cohort 28.
2021-11-29 14:04:08,051 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 11 from client agent2: Set aFirmA = 37.0
2021-11-29 14:04:08,054 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 11 of cohort 28.
